road_id,tender_id,cons_month,cons_year,comp_month,comp_year,est_cost,act_cost,tender_details,tender_remarks
17,378,12,2019,4,2020,868257,868257,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,road damage needs to prepared
19,379,1,2019,8,2019,427435,438523,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,road damage needs to prepared
40,380,1,1999,4,1999,550148,900360,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,complete revamp is required
17,381,2,1999,3,1999,418442,489282,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,complete revamp is required
46,382,8,2011,0,2012,740517,1072206,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,shoulder need repair
42,383,5,2010,8,2010,146688,184190,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,shoulder need repair
42,384,10,2019,0,2020,504655,504655,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,road damage needs to prepared
36,385,7,1999,1,2000,66297,69667,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,complete revamp is required
3,386,11,1999,9,2000,717770,717770,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,complete revamp is required
33,387,9,2011,4,2012,198193,324379,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,road damage needs to prepared
12,388,3,2019,4,2019,210896,245650,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,complete revamp is required
21,389,10,2010,4,2011,731345,731345,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,shoulder need repair
38,390,5,2019,0,2020,610549,733472,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,complete revamp is required
44,391,11,1999,6,2000,495935,740717,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,complete revamp is required
33,392,7,1999,10,1999,403499,403499,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,shoulder need repair
1,393,7,2011,1,2012,152981,177167,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,road damage needs to prepared
15,394,11,2012,5,2013,612555,957647,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,shoulder need repair
44,395,2,1998,0,1999,810922,917105,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,shoulder need repair
23,396,5,2012,0,2013,977444,977444,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,shoulder need repair
47,397,5,1998,0,1999,655830,713381,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,road damage needs to prepared
1,398,12,1999,10,2000,172287,172287,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,complete revamp is required
3,399,11,2012,12,2012,904089,1269702,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,shoulder need repair
8,400,11,2012,12,2012,899400,899400,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,complete revamp is required
43,401,1,2012,9,2012,162308,165325,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,road damage needs to prepared
5,402,7,2010,1,2011,328880,328880,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,complete revamp is required
15,403,2,2011,3,2011,58818,58818,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,shoulder need repair
32,404,6,2011,4,2012,510059,510059,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,road damage needs to prepared
11,405,4,1999,11,1999,961736,1365272,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,road damage needs to prepared
5,406,8,2011,3,2012,827179,827179,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,shoulder need repair
0,407,1,2012,8,2012,78976,98891,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,road damage needs to prepared
38,408,6,1999,11,1999,113031,136241,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,complete revamp is required
21,409,5,2019,12,2019,886155,1448132,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,road damage needs to prepared
5,410,7,2011,8,2011,537453,537453,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,shoulder need repair
42,411,1,1999,6,1999,354314,354314,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,shoulder need repair
2,412,7,1999,12,1999,756593,756593,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,road damage needs to prepared
25,413,8,1998,0,1999,653241,653241,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,shoulder need repair
11,414,6,1999,4,2000,530984,670789,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,road damage needs to prepared
21,415,9,2010,3,2011,195462,279572,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,complete revamp is required
29,416,4,2011,12,2011,954811,1209842,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,shoulder need repair
44,417,12,2019,0,2020,59457,93307,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,shoulder need repair
38,418,6,2011,9,2011,515793,515793,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,shoulder need repair
28,419,11,2011,12,2011,533730,533730,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,complete revamp is required
36,420,3,1998,8,1998,280165,439326,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,shoulder need repair
24,421,12,1999,7,2000,350905,350905,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,complete revamp is required
15,422,2,1999,7,1999,738941,738941,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,road damage needs to prepared
28,423,1,2019,8,2019,192702,252569,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,shoulder need repair
41,424,2,1998,9,1998,220948,220948,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,road damage needs to prepared
16,425,10,1999,2,2000,861139,1437230,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,shoulder need repair
14,426,8,1998,0,1999,893069,1272328,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,road damage needs to prepared
7,427,10,2019,11,2019,949416,949416,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,shoulder need repair
28,428,8,2011,0,2012,778127,1301296,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,complete revamp is required
30,429,6,1999,7,1999,854725,854725,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,shoulder need repair
12,430,8,1998,11,1998,851027,970524,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,complete revamp is required
4,431,9,2019,7,2020,56336,69646,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,shoulder need repair
38,432,4,1999,11,1999,234520,331147,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,shoulder need repair
3,433,9,1999,7,2000,330720,330720,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,shoulder need repair
8,434,12,2010,2,2011,910150,910150,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,shoulder need repair
15,435,11,1999,5,2000,788021,833411,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,shoulder need repair
3,436,6,2012,1,2013,350251,350251,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,road damage needs to prepared
43,437,9,2010,12,2010,779101,1099878,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,shoulder need repair
37,438,4,2011,12,2011,992861,1349060,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,shoulder need repair
24,439,6,1998,0,1999,778604,778604,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,complete revamp is required
43,440,2,2012,0,2013,241750,280323,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,complete revamp is required
12,441,11,2011,9,2012,357187,357187,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,shoulder need repair
20,442,11,2012,3,2013,245481,356946,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,shoulder need repair
40,443,6,2019,1,2020,524735,524735,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,complete revamp is required
40,444,8,2012,3,2013,810979,810979,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,shoulder need repair
28,445,4,1999,7,1999,778948,778948,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,shoulder need repair
14,446,12,1999,2,2000,216531,298655,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,road damage needs to prepared
34,447,5,1999,12,1999,331606,388603,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,shoulder need repair
11,448,11,2012,5,2013,432266,432266,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,shoulder need repair
12,449,1,2010,2,2010,745455,1068597,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,road damage needs to prepared
35,450,1,2011,6,2011,922043,922043,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,shoulder need repair
13,451,3,2011,1,2012,242465,246787,After design approval planning legal and environmental considerations have been addressed alignment of the road is set out by a surveyor. The radii and gradient are designed and staked out to best suit the natural ground levels and minimize the amount of cut and fill. Great care is taken to preserve reference Benchmarks,shoulder need repair
15,452,10,2012,4,2013,328072,461288,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,complete revamp is required
49,453,6,2010,11,2010,802230,802230,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,road damage needs to prepared
4,454,3,2010,8,2010,376894,376894,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,complete revamp is required
38,455,2,1999,3,1999,766761,1280044,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,complete revamp is required
24,456,10,2010,2,2011,269484,269484,Roads are designed and built for primary use by vehicular and pedestrian traffic. Storm drainage and environmental considerations are a major concern. Erosion and sediment controls are constructed to prevent detrimental effects. Drainage lines are laid with sealed joints in the road easement with runoff coefficients and characteristics adequate for the land zoning and storm water system. Drainage systems must be capable of carrying the ultimate design flow from the upstream catchment with approval for the outfall from the appropriate authority to a watercourse creek river or the sea for drainage discharge,shoulder need repair
8,457,3,2012,11,2012,834180,1319540,Road construction requires the creation of an engineered continuous right-of-way or roadbed overcoming geographic obstacles and having grades low enough to permit vehicle or foot travel and may be required to meet standards set by law or official guidelines. The process is often begun with the removal of earth and rock by digging or blasting construction of embankments bridges and tunnels and removal of vegetation (this may involve deforestation) and followed by the laying of pavement material. A variety of road building equipment is employed in road building.,road damage needs to prepared
